"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Cyc1",19952623149.6888,12589254117.9417,25118864315.0958,15848931924.6111,15848931924.6111,1e+10,25118864315.0958,6309573444.80194,12589254117.9417,15848931924.6111,15848931924.6111,1e+10,1e+10,6309573444.80194
"Pdha1",12589254117.9417,3981071705.53497,1e+10,1e+10,19952623149.6888,3981071705.53497,31622776601.6838,1e+10,12589254117.9417,7943282347.24282,3981071705.53497,1e+10,7943282347.24282,794328234.724282
"Atp5d",12589254117.9417,7943282347.24282,19952623149.6888,6309573444.80194,39810717055.3497,6309573444.80194,6309573444.80194,3162277660.16838,6309573444.80194,12589254117.9417,1e+10,6309573444.80194,6309573444.80194,3981071705.53497
"Isca2",251188643.150958,251188643.150958,501187233.627271,199526231.496888,630957344.480194,158489319.246111,79432823.4724282,15848931.9246111,501187233.627271,316227766.016838,251188643.150958,1e+08,316227766.016838,316227766.016838
"Pdhb",15848931924.6111,7943282347.24282,19952623149.6888,15848931924.6111,1e+10,3981071705.53497,31622776601.6838,6309573444.80194,25118864315.0958,6309573444.80194,7943282347.24282,7943282347.24282,1e+10,31622776601.6838
"Uqcrc1",12589254117.9417,3162277660.16838,7943282347.24282,7943282347.24282,25118864315.0958,1e+10,63095734448.0194,19952623149.6888,12589254117.9417,39810717055.3497,15848931924.6111,19952623149.6888,15848931924.6111,7943282347.24282
"Coq9",1995262314.96888,398107170.553497,794328234.724282,1e+09,1995262314.96888,1258925411.79417,6309573444.80194,398107170.553497,3162277660.16838,1584893192.46111,1584893192.46111,1258925411.79417,501187233.627271,630957344.480194
"Mrpl12",1584893192.46111,1258925411.79417,2511886431.50958,1e+09,3162277660.16838,1995262314.96888,794328234.724282,398107170.553497,1995262314.96888,1584893192.46111,6309573444.80194,1e+09,2511886431.50958,1e+09
"Mrps35",251188643.150958,1e+08,125892541.179417,6309573.44480193,158489319.246111,25118864.3150958,63095734.4480193,1e+08,316227766.016838,316227766.016838,630957344.480194,50118723.3627272,1e+09,125892541.179417
"Cox5a",25118864315.0958,15848931924.6111,39810717055.3497,19952623149.6888,1e+11,31622776601.6838,25118864315.0958,6309573444.80194,19952623149.6888,39810717055.3497,39810717055.3497,31622776601.6838,19952623149.6888,15848931924.6111
"Uqcrfs1",31622776601.6838,25118864315.0958,50118723362.7271,15848931924.6111,31622776601.6838,19952623149.6888,31622776601.6838,5011872336.27271,1e+10,15848931924.6111,12589254117.9417,1e+10,12589254117.9417,1e+10
"Coq7",501187233.627271,316227766.016838,501187233.627271,316227766.016838,794328234.724282,1e+09,398107170.553497,501187233.627271,630957344.480194,398107170.553497,1e+09,501187233.627271,199526231.496888,199526231.496888
"Sdha",25118864315.0958,7943282347.24282,31622776601.6838,19952623149.6888,1e+11,31622776601.6838,50118723362.7271,39810717055.3497,39810717055.3497,50118723362.7271,39810717055.3497,31622776601.6838,25118864315.0958,25118864315.0958
"Sdhb",7943282347.24282,3981071705.53497,7943282347.24282,1e+10,12589254117.9417,15848931924.6111,19952623149.6888,1584893192.46111,12589254117.9417,19952623149.6888,7943282347.24282,7943282347.24282,12589254117.9417,7943282347.24282
"Atp5a1",158489319246.111,63095734448.0194,158489319246.111,79432823472.4282,316227766016.838,1e+11,398107170553.497,125892541179.417,125892541179.417,251188643150.958,1e+11,199526231496.888,158489319246.111,31622776601.6838
"Sdhaf4",25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,1e+08,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,50118723.3627272
"Pmpcb",1e+09,6309573.44480193,1258925411.79417,501187233.627271,6309573444.80194,501187233.627271,3981071705.53497,1e+08,1e+09,3981071705.53497,794328234.724282,1584893192.46111,2511886431.50958,1e+09
"Sdhd",630957344.480194,199526231.496888,316227766.016838,63095734.4480193,794328234.724282,398107170.553497,251188643.150958,199526231.496888,251188643.150958,794328234.724282,398107170.553497,316227766.016838,501187233.627271,794328234.724282
"Uqcrc2",31622776601.6838,1e+10,19952623149.6888,19952623149.6888,39810717055.3497,19952623149.6888,79432823472.4282,25118864315.0958,19952623149.6888,50118723362.7271,31622776601.6838,31622776601.6838,15848931924.6111,15848931924.6111
"Coq5",316227766.016838,199526231.496888,199526231.496888,1e+08,398107170.553497,1e+08,630957344.480194,158489319.246111,1e+09,1584893192.46111,630957344.480194,199526231.496888,63095734.4480193,31622776.6016838
"Ogdh",39810717055.3497,39810717055.3497,79432823472.4282,7943282347.24282,125892541179.417,7943282347.24282,63095734448.0194,79432823472.4282,39810717055.3497,63095734448.0194,50118723362.7271,50118723362.7271,31622776601.6838,25118864315.0958
"Uqcrq",7943282347.24282,3981071705.53497,7943282347.24282,3981071705.53497,15848931924.6111,6309573444.80194,6309573444.80194,1584893192.46111,6309573444.80194,1e+10,12589254117.9417,6309573444.80194,3981071705.53497,3162277660.16838
"Mdh2",125892541179.417,63095734448.0194,158489319246.111,79432823472.4282,79432823472.4282,39810717055.3497,251188643150.958,39810717055.3497,1e+11,199526231496.888,79432823472.4282,63095734448.0194,1e+11,39810717055.3497
"Dbt",316227766.016838,50118723.3627272,251188643.150958,251188643.150958,7943282347.24282,3981071705.53497,1584893192.46111,398107170.553497,6309573444.80194,1584893192.46111,1258925411.79417,7943282347.24282,1584893192.46111,794328234.724282
"Dlat",39810717055.3497,19952623149.6888,50118723362.7271,31622776601.6838,25118864315.0958,6309573444.80194,25118864315.0958,31622776601.6838,31622776601.6838,7943282347.24282,12589254117.9417,12589254117.9417,12589254117.9417,31622776601.6838
"Lrpprc",15848931924.6111,25118864315.0958,25118864315.0958,2511886431.50958,63095734448.0194,6309573444.80194,3981071705.53497,19952623149.6888,7943282347.24282,15848931924.6111,31622776601.6838,15848931924.6111,15848931924.6111,31622776601.6838
"Mrpl53",251188643.150958,158489319.246111,251188643.150958,125892541.179417,398107170.553497,398107170.553497,50118723.3627272,12589254.1179417,199526231.496888,398107170.553497,794328234.724282,158489319.246111,794328234.724282,251188643.150958
"Dlst",5011872336.27271,1995262314.96888,5011872336.27271,5011872336.27271,15848931924.6111,3981071705.53497,12589254117.9417,5011872336.27271,7943282347.24282,19952623149.6888,3981071705.53497,7943282347.24282,7943282347.24282,1995262314.96888
"Pdhx",1995262314.96888,501187233.627271,1995262314.96888,630957344.480194,1e+09,199526231.496888,3162277660.16838,1995262314.96888,2511886431.50958,501187233.627271,398107170.553497,794328234.724282,794328234.724282,1584893192.46111
"Gfm1",794328234.724282,630957344.480194,630957344.480194,794328234.724282,3981071705.53497,794328234.724282,199526231.496888,1e+09,1e+09,501187233.627271,1258925411.79417,501187233.627271,1584893192.46111,398107170.553497
"Grpel1",2511886431.50958,1584893192.46111,1995262314.96888,1e+09,3981071705.53497,3981071705.53497,1584893192.46111,1e+08,1995262314.96888,1995262314.96888,1584893192.46111,1e+09,6309573444.80194,1258925411.79417
"Mpc2",3981071705.53497,3162277660.16838,6309573444.80194,2511886431.50958,25118864315.0958,1e+10,3162277660.16838,3981071705.53497,3981071705.53497,3162277660.16838,1995262314.96888,3162277660.16838,1995262314.96888,1e+10
"Uqcr10",6309573444.80194,3162277660.16838,3981071705.53497,158489319.246111,1995262314.96888,1584893192.46111,398107170.553497,501187233.627271,794328234.724282,3162277660.16838,1e+07,1e+09,1e+09,1995262314.96888
"Coq3",79432823.4724282,39810717.0553497,39810717.0553497,158489319.246111,9976311.57484439,125892541.179417,794328234.724282,31622776.6016838,501187233.627271,158489319.246111,199526231.496888,19952623.1496888,63095734.4480193,158489319.246111
"Atp5e",1995262314.96888,1e+09,1e+09,63095734.4480193,3162277660.16838,1258925411.79417,501187233.627271,501187233.627271,794328234.724282,3162277660.16838,6309573.44480193,1584893192.46111,125892541.179417,1258925411.79417
"Slc25a3",39810717055.3497,19952623149.6888,63095734448.0194,39810717055.3497,39810717055.3497,15848931924.6111,50118723362.7271,1e+10,25118864315.0958,50118723362.7271,25118864315.0958,31622776601.6838,50118723362.7271,25118864315.0958
"Mrpl34",63095734.4480193,31622776.6016838,31622776.6016838,7943282.34724282,19952623.1496888,50118723.3627272,1e+07,3971641.17362141,39810717.0553497,1e+08,125892541.179417,12589254.1179417,79432823.4724282,79432823.4724282
"Mrps15",251188643.150958,158489319.246111,251188643.150958,1e+08,50118723.3627272,398107170.553497,39810717.0553497,7943282.34724282,125892541.179417,158489319.246111,316227766.016838,63095734.4480193,398107170.553497,39810717.0553497
"Sdhc",1584893192.46111,1258925411.79417,1995262314.96888,398107170.553497,3981071705.53497,2511886431.50958,1584893192.46111,1995262314.96888,1258925411.79417,3162277660.16838,1e+09,794328234.724282,1995262314.96888,2511886431.50958
"Atp5b",158489319246.111,79432823472.4282,125892541179.417,1e+11,251188643150.958,1e+11,398107170553.497,158489319246.111,158489319246.111,316227766016.838,125892541179.417,251188643150.958,158489319246.111,50118723362.7271
"Mrps23",501187233.627271,316227766.016838,501187233.627271,251188643.150958,316227766.016838,316227766.016838,1e+08,39810717.0553497,501187233.627271,316227766.016838,1584893192.46111,125892541.179417,501187233.627271,199526231.496888
"Etfa",5011872336.27271,1995262314.96888,7943282347.24282,7943282347.24282,63095734448.0194,50118723362.7271,1e+11,3981071705.53497,63095734448.0194,25118864315.0958,31622776601.6838,19952623149.6888,31622776601.6838,12589254117.9417
"Fh1",5011872336.27271,1e+09,5011872336.27271,5011872336.27271,25118864315.0958,3162277660.16838,31622776601.6838,1e+10,12589254117.9417,25118864315.0958,7943282347.24282,15848931924.6111,15848931924.6111,3162277660.16838
"Mrps27",79432823.4724282,19952623.1496888,25118864.3150958,1e+08,199526231.496888,63095734.4480193,9976311.57484439,50118723.3627272,251188643.150958,630957344.480194,501187233.627271,199526231.496888,630957344.480194,199526231.496888
"Isca1",630957344.480194,316227766.016838,398107170.553497,316227766.016838,9976311.57484439,31622776.6016838,50118723.3627272,19952623.1496888,1e+08,79432823.4724282,79432823.4724282,50118723.3627272,630957344.480194,630957344.480194
"Idh3a",39810717055.3497,19952623149.6888,63095734448.0194,19952623149.6888,31622776601.6838,2511886431.50958,39810717055.3497,31622776601.6838,31622776601.6838,19952623149.6888,15848931924.6111,7943282347.24282,19952623149.6888,7943282347.24282
"Ndufs1",50118723362.7271,31622776601.6838,50118723362.7271,39810717055.3497,79432823472.4282,12589254117.9417,39810717055.3497,50118723362.7271,25118864315.0958,31622776601.6838,25118864315.0958,31622776601.6838,15848931924.6111,7943282347.24282
"Auh",5011872336.27271,2511886431.50958,7943282347.24282,7943282347.24282,1584893192.46111,1584893192.46111,1584893192.46111,1e+08,3162277660.16838,501187233.627271,251188643.150958,1995262314.96888,1258925411.79417,1e+09
"Afg3l2",3162277660.16838,3981071705.53497,3162277660.16838,1995262314.96888,6309573444.80194,1584893192.46111,794328234.724282,794328234.724282,3162277660.16838,2511886431.50958,5011872336.27271,1e+09,1995262314.96888,2511886431.50958
"Pmpca",316227766.016838,158489319.246111,158489319.246111,316227766.016838,1584893192.46111,251188643.150958,251188643.150958,251188643.150958,2511886431.50958,1258925411.79417,794328234.724282,501187233.627271,6309573444.80194,1995262314.96888
"Cox11",15848931.9246111,19952623.1496888,397164.117362141,15848931.9246111,397164.117362141,397164.117362141,397164.117362141,794328.234724282,397164.117362141,397164.117362141,15848931.9246111,397164.117362141,19952623.1496888,397164.117362141
"Sucla2",7943282347.24282,2511886431.50958,1e+10,7943282347.24282,7943282347.24282,6309573444.80194,25118864315.0958,1e+10,6309573444.80194,19952623149.6888,5011872336.27271,7943282347.24282,6309573444.80194,25118864315.0958
"Lars2",630957344.480194,501187233.627271,398107170.553497,39810717.0553497,2511886431.50958,63095734.4480193,1e+08,501187233.627271,630957344.480194,5011872.33627272,1e+09,158489319.246111,316227766.016838,398107170.553497
"Atp5o",79432823472.4282,63095734448.0194,1e+11,39810717055.3497,63095734448.0194,50118723362.7271,79432823472.4282,15848931924.6111,31622776601.6838,50118723362.7271,50118723362.7271,39810717055.3497,31622776601.6838,15848931924.6111
"Mrpl46",79432823.4724282,25118864.3150958,12559432.1575479,1e+08,158489319.246111,251188643.150958,39810717.0553497,12559432.1575479,158489319.246111,199526231.496888,251188643.150958,12559432.1575479,794328234.724282,316227766.016838
"Cox15",39810717.0553497,7924465.96230557,39810717.0553497,15848931.9246111,79432823.4724282,63095734.4480193,7924465.96230557,7924465.96230557,50118723.3627272,79432823.4724282,158489319.246111,63095734.4480193,501187233.627271,125892541.179417
"Higd2a",398107170.553497,398107170.553497,125892541.179417,158489319.246111,316227766.016838,50118723.3627272,1e+08,39810717.0553497,39810717.0553497,1e+08,1e+09,316227766.016838,125892541.179417,31622776.6016838
"Uqcrh",2511886431.50958,1995262314.96888,3981071705.53497,1584893192.46111,501187233.627271,1995262314.96888,3162277660.16838,1258925411.79417,3981071705.53497,7943282347.24282,5011872336.27271,2511886431.50958,1584893192.46111,2511886431.50958
"Etfdh",3162277660.16838,1e+09,3162277660.16838,2511886431.50958,25118864315.0958,31622776601.6838,31622776601.6838,1e+10,12589254117.9417,12589254117.9417,7943282347.24282,1e+10,6309573444.80194,7943282347.24282
"Timm10",501187233.627271,316227766.016838,199526231.496888,1e+08,2505936.16813636,199526231.496888,2505936.16813636,5011872.33627272,316227766.016838,501187233.627271,199526231.496888,50118723.3627272,158489319.246111,158489319.246111
"Echs1",15848931924.6111,6309573444.80194,19952623149.6888,1e+10,15848931924.6111,39810717055.3497,19952623149.6888,630957344.480194,31622776601.6838,7943282347.24282,12589254117.9417,12589254117.9417,1e+10,12589254117.9417
"Hadha",15848931924.6111,15848931924.6111,31622776601.6838,31622776601.6838,79432823472.4282,1e+11,158489319246.111,63095734448.0194,79432823472.4282,79432823472.4282,79432823472.4282,63095734448.0194,50118723362.7271,50118723362.7271
"Bckdha",25118864.3150958,6294627.05897083,6294627.05897083,12589254.1179417,630957344.480194,1995262314.96888,398107170.553497,63095734.4480193,1995262314.96888,6294627.05897083,63095734.4480193,3162277660.16838,31622776.6016838,1e+08
"Suclg1",7943282347.24282,2511886431.50958,1e+10,1e+10,1e+10,1e+10,25118864315.0958,1584893192.46111,7943282347.24282,12589254117.9417,15848931924.6111,5011872336.27271,1e+10,15848931924.6111
"Cs",25118864315.0958,1e+10,19952623149.6888,15848931924.6111,12589254117.9417,1e+10,63095734448.0194,25118864315.0958,25118864315.0958,50118723362.7271,15848931924.6111,31622776601.6838,25118864315.0958,15848931924.6111
"Cox6a1",1e+10,3162277660.16838,1e+10,7943282347.24282,25118864315.0958,1e+10,1e+09,79432823.4724282,6309573444.80194,19952623149.6888,15848931924.6111,1e+10,7943282347.24282,6309573444.80194
"Acads",125892541.179417,1e+08,125892541.179417,158489319.246111,19952623149.6888,19952623149.6888,12589254117.9417,2511886431.50958,15848931924.6111,1e+10,19952623149.6888,7943282347.24282,1e+10,5011872336.27271
"Ndufv2",12589254117.9417,1e+10,1e+10,1e+10,7943282347.24282,3162277660.16838,1e+10,1995262314.96888,6309573444.80194,3162277660.16838,7943282347.24282,5011872336.27271,3162277660.16838,1584893192.46111
"Iars2",1e+10,1e+10,12589254117.9417,1e+09,12589254117.9417,3162277660.16838,3981071705.53497,5011872336.27271,1e+10,1995262314.96888,1e+10,3981071705.53497,7943282347.24282,12589254117.9417
"Coq6",79432823.4724282,1e+07,5e+06,125892541.179417,316227766.016838,251188643.150958,794328234.724282,398107170.553497,630957344.480194,316227766.016838,158489319.246111,251188643.150958,158489319.246111,1e+08
"Atp5k",7943282347.24282,5011872336.27271,7943282347.24282,3162277660.16838,15848931924.6111,5011872336.27271,6309573444.80194,1e+09,5011872336.27271,1e+10,12589254117.9417,7943282347.24282,3981071705.53497,3162277660.16838
"Idh3b",19952623149.6888,7943282347.24282,31622776601.6838,6309573444.80194,12589254117.9417,630957344.480194,19952623149.6888,19952623149.6888,15848931924.6111,1e+10,7943282347.24282,3981071705.53497,1e+10,3981071705.53497
"Ndufa6",12589254117.9417,7943282347.24282,19952623149.6888,1e+10,19952623149.6888,6309573444.80194,1e+10,2511886431.50958,6309573444.80194,1e+10,7943282347.24282,1e+10,7943282347.24282,2511886431.50958
"Letm1",1e+10,6309573444.80194,7943282347.24282,6309573444.80194,15848931924.6111,5011872336.27271,1995262314.96888,2511886431.50958,6309573444.80194,15848931924.6111,15848931924.6111,3981071705.53497,3162277660.16838,1995262314.96888
"Atpaf2",251188643.150958,199526231.496888,199526231.496888,79432823.4724282,25059361.6813636,125892541.179417,199526231.496888,50118723.3627272,251188643.150958,63095734.4480193,158489319.246111,125892541.179417,251188643.150958,1e+08
"Rtn4ip1",316227766.016838,251188643.150958,630957344.480194,158489319.246111,3162277660.16838,501187233.627271,1584893192.46111,1e+09,630957344.480194,398107170.553497,794328234.724282,316227766.016838,199526231.496888,316227766.016838
"Mrpl43",398107170.553497,251188643.150958,501187233.627271,125892541.179417,1e+09,316227766.016838,125892541.179417,1e+08,398107170.553497,501187233.627271,1258925411.79417,1e+08,501187233.627271,398107170.553497
"Abhd11",31622776.6016838,15811388.3008419,50118723.3627272,398107170.553497,630957344.480194,501187233.627271,501187233.627271,39810717.0553497,1e+09,398107170.553497,1e+09,50118723.3627272,398107170.553497,630957344.480194
"Timm50",251188643.150958,794328234.724282,1e+09,158489319.246111,2511886431.50958,501187233.627271,794328234.724282,630957344.480194,2511886431.50958,501187233.627271,1e+09,316227766.016838,2511886431.50958,1584893192.46111
"Mrpl28",63095734.4480193,39810717.0553497,79432823.4724282,79432823.4724282,19905358.5276748,1e+08,50118723.3627272,19905358.5276748,316227766.016838,316227766.016838,630957344.480194,50118723.3627272,794328234.724282,251188643.150958
"Sdhaf2",39810717.0553497,31622776.6016838,79432823.4724282,79432823.4724282,3981071.70553497,158489319.246111,15848931.9246111,1990535.85276748,63095734.4480193,79432823.4724282,50118723.3627272,31622776.6016838,125892541.179417,1e+08
"Ndufb8",6309573444.80194,3981071705.53497,7943282347.24282,3981071705.53497,6309573444.80194,2511886431.50958,5011872336.27271,3162277660.16838,3981071705.53497,2511886431.50958,6309573444.80194,3981071705.53497,1995262314.96888,1995262314.96888
"Dld",15848931924.6111,5011872336.27271,12589254117.9417,1e+10,31622776601.6838,6309573444.80194,39810717055.3497,15848931924.6111,31622776601.6838,39810717055.3497,7943282347.24282,15848931924.6111,19952623149.6888,12589254117.9417
"Ndufs2",5011872336.27271,1584893192.46111,3162277660.16838,2511886431.50958,6309573444.80194,2511886431.50958,12589254117.9417,6309573444.80194,5011872336.27271,12589254117.9417,3162277660.16838,7943282347.24282,3981071705.53497,1584893192.46111
"Ndufv1",6309573444.80194,1584893192.46111,3981071705.53497,3162277660.16838,1e+10,2511886431.50958,19952623149.6888,6309573444.80194,6309573444.80194,15848931924.6111,3162277660.16838,7943282347.24282,5011872336.27271,1584893192.46111
"Opa1",19952623149.6888,25118864315.0958,15848931924.6111,3981071705.53497,12589254117.9417,3162277660.16838,1995262314.96888,2511886431.50958,3981071705.53497,1e+09,2511886431.50958,2511886431.50958,2511886431.50958,2511886431.50958
"Immt",39810717055.3497,31622776601.6838,39810717055.3497,25118864315.0958,79432823472.4282,12589254117.9417,25118864315.0958,25118864315.0958,25118864315.0958,15848931924.6111,25118864315.0958,25118864315.0958,15848931924.6111,15848931924.6111
"Apool",251188643.150958,1e+08,1e+08,398107170.553497,1584893192.46111,630957344.480194,1995262314.96888,79432823.4724282,3981071705.53497,1584893192.46111,1995262314.96888,1258925411.79417,1995262314.96888,1258925411.79417
"Lonp1",1e+10,12589254117.9417,1e+10,1e+09,25118864315.0958,1e+10,3162277660.16838,7943282347.24282,1e+10,1995262314.96888,15848931924.6111,1e+10,1e+10,1e+10
"Letmd1",199526231.496888,1e+08,19952623.1496888,50118723.3627272,63095734.4480193,19952623.1496888,9976311.57484439,9976311.57484439,1258925411.79417,1e+08,39810717.0553497,9976311.57484439,251188643.150958,199526231.496888
"Pdk4",15848931.9246111,158489.319246111,39810717.0553497,15848931.9246111,15848931.9246111,19952623.1496888,50118723.3627272,1995262314.96888,251188643.150958,125892541.179417,39810717.0553497,25118864.3150958,79244.6596230557,79432823.4724282
"Mtif2",1e+08,63095734.4480193,125892541.179417,199526231.496888,316227766.016838,158489319.246111,15848931.9246111,79432823.4724282,251188643.150958,1e+08,398107170.553497,79432823.4724282,158489319.246111,316227766.016838
"Ndufs8",5011872336.27271,5011872336.27271,7943282347.24282,3981071705.53497,3981071705.53497,2511886431.50958,7943282347.24282,1584893192.46111,3981071705.53497,3162277660.16838,5011872336.27271,3162277660.16838,3162277660.16838,794328234.724282
"Ndufs7",7943282347.24282,5011872336.27271,1e+10,3981071705.53497,7943282347.24282,5011872336.27271,7943282347.24282,3162277660.16838,5011872336.27271,6309573444.80194,7943282347.24282,5011872336.27271,5011872336.27271,1258925411.79417
"Mrrf",794328234.724282,398107170.553497,794328234.724282,630957344.480194,1e+08,398107170.553497,199526231.496888,15848931.9246111,398107170.553497,158489319.246111,630957344.480194,79432823.4724282,501187233.627271,251188643.150958
"Mrpl2",12559432.1575479,12559432.1575479,12559432.1575479,25118864.3150958,12559432.1575479,39810717.0553497,39810717.0553497,12559432.1575479,1e+08,25118864.3150958,251188643.150958,12559432.1575479,316227766.016838,199526231.496888
"Gfm2",19952623.1496888,79432823.4724282,31622776.6016838,125892541.179417,1995262314.96888,501187233.627271,39810717.0553497,630957344.480194,501187233.627271,125892541.179417,1258925411.79417,125892541.179417,630957344.480194,251188643.150958
"Timm9",1258925411.79417,630957344.480194,794328234.724282,316227766.016838,1e+09,398107170.553497,125892541.179417,39810717.0553497,630957344.480194,630957344.480194,398107170.553497,199526231.496888,630957344.480194,501187233.627271
"Pitrm1",1995262314.96888,1584893192.46111,2511886431.50958,1e+08,6309573444.80194,794328234.724282,125892541.179417,2511886431.50958,5011872336.27271,398107170.553497,6309573444.80194,2511886431.50958,25118864315.0958,7943282347.24282
"Acadm",1e+09,316227766.016838,398107170.553497,1258925411.79417,63095734448.0194,19952623149.6888,39810717055.3497,3981071705.53497,25118864315.0958,15848931924.6111,7943282347.24282,12589254117.9417,7943282347.24282,3981071705.53497
"Supv3l1",398107170.553497,398107170.553497,125892541.179417,125892541.179417,63095734.4480193,39810717.0553497,31622776.6016838,39810717.0553497,316227766.016838,15811388.3008419,398107170.553497,50118723.3627272,398107170.553497,398107170.553497
"Mrpl1",63095734.4480193,19952623.1496888,7924465.96230557,79432823.4724282,7924465.96230557,79432823.4724282,50118723.3627272,7924465.96230557,316227766.016838,199526231.496888,1e+09,15848931.9246111,630957344.480194,199526231.496888
"Aco2",158489319246.111,158489319246.111,199526231496.888,1e+11,316227766016.838,50118723362.7271,199526231496.888,199526231496.888,125892541179.417,1e+11,1e+11,79432823472.4282,50118723362.7271,39810717055.3497
"Coq10a",199526231.496888,125892541.179417,251188643.150958,63095734.4480193,199526231.496888,19952623.1496888,1584893192.46111,1e+09,316227766.016838,9976311.57484439,1e+08,158489319.246111,9976311.57484439,9976311.57484439
"Samm50",1584893192.46111,316227766.016838,794328234.724282,501187233.627271,2511886431.50958,630957344.480194,3162277660.16838,2511886431.50958,3162277660.16838,1995262314.96888,1e+09,1995262314.96888,2511886431.50958,1e+09
"Mrps2",125892541.179417,1e+08,79432823.4724282,63095734.4480193,9976311.57484439,125892541.179417,19952623.1496888,9976311.57484439,199526231.496888,158489319.246111,316227766.016838,19952623.1496888,630957344.480194,79432823.4724282
"Surf1",63095734.4480193,31622776.6016838,63095734.4480193,1e+08,63095734.4480193,158489319.246111,15811388.3008419,15811388.3008419,316227766.016838,39810717.0553497,251188643.150958,31622776.6016838,501187233.627271,50118723.3627272
"Mrpl44",12589254.1179417,6294627.05897083,6294627.05897083,15848931.9246111,6294627.05897083,15848931.9246111,79432823.4724282,6294627.05897083,199526231.496888,251188643.150958,794328234.724282,25118864.3150958,501187233.627271,251188643.150958
"Phb",12589254117.9417,6309573444.80194,7943282347.24282,12589254117.9417,1e+10,25118864315.0958,1e+10,1e+09,15848931924.6111,15848931924.6111,15848931924.6111,6309573444.80194,31622776601.6838,12589254117.9417
"Guf1",15848931.9246111,25118864.3150958,31622776.6016838,50118723.3627272,31622776.6016838,25118864.3150958,1581138.83008419,63095734.4480193,50118723.3627272,3162277.66016838,158489319.246111,31622776.6016838,19952623.1496888,5011872.33627272
"Polrmt",31622776.6016838,79432823.4724282,15848931.9246111,3162277.66016838,158489319.246111,1581138.83008419,1581138.83008419,5011872.33627272,3162277.66016838,1581138.83008419,199526231.496888,7943282.34724282,25118864.3150958,31622776.6016838
"Ghitm",251188643.150958,125892541.179417,316227766.016838,1e+08,251188643.150958,125892541.179417,15848931.9246111,19952623.1496888,316227766.016838,398107170.553497,794328234.724282,794328234.724282,501187233.627271,794328234.724282
"Timm13",630957344.480194,199526231.496888,1258925411.79417,398107170.553497,1258925411.79417,1995262314.96888,39810717.0553497,39810717.0553497,630957344.480194,1584893192.46111,630957344.480194,316227766.016838,1258925411.79417,794328234.724282
"Cpt2",398107170.553497,199526231.496888,1995262314.96888,1995262314.96888,31622776601.6838,25118864315.0958,15848931924.6111,6309573444.80194,25118864315.0958,12589254117.9417,15848931924.6111,5011872336.27271,7943282347.24282,15848931924.6111
"Mrpl10",630957344.480194,316227766.016838,501187233.627271,199526231.496888,251188643.150958,398107170.553497,199526231.496888,31622776.6016838,158489319.246111,251188643.150958,794328234.724282,50118723.3627272,1258925411.79417,398107170.553497
"Mto1",3971641.17362141,12589254.1179417,3971641.17362141,1e+07,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,7943282.34724282,1e+07,3971641.17362141
"Prdx3",15848931924.6111,12589254117.9417,31622776601.6838,1e+10,19952623149.6888,15848931924.6111,12589254117.9417,5011872336.27271,25118864315.0958,6309573444.80194,15848931924.6111,6309573444.80194,12589254117.9417,15848931924.6111
"Cox7a2",1e+10,3162277660.16838,5011872336.27271,1e+09,6309573444.80194,3162277660.16838,31622776.6016838,251188643.150958,1584893192.46111,2511886431.50958,63095734.4480193,2511886431.50958,1995262314.96888,5011872336.27271
"Atp5j",1995262314.96888,1584893192.46111,1995262314.96888,501187233.627271,1e+10,3981071705.53497,794328234.724282,794328234.724282,5011872336.27271,7943282347.24282,1584893192.46111,1e+09,1584893192.46111,1584893192.46111
"Iba57",125892541.179417,1e+08,199526231.496888,25118864.3150958,251188643.150958,125892541.179417,1e+08,6294627.05897083,158489319.246111,12589254.1179417,316227766.016838,63095734.4480193,199526231.496888,1e+08
"Mrpl40",398107170.553497,199526231.496888,251188643.150958,199526231.496888,316227766.016838,316227766.016838,19905358.5276748,39810717.0553497,251188643.150958,199526231.496888,1258925411.79417,79432823.4724282,630957344.480194,251188643.150958
"Hibch",1584893192.46111,1258925411.79417,3981071705.53497,1e+09,7943282347.24282,6309573444.80194,6309573444.80194,3981071705.53497,15848931924.6111,1258925411.79417,2511886431.50958,3981071705.53497,2511886431.50958,2511886431.50958
"Ndufs6",2511886431.50958,1584893192.46111,3981071705.53497,1258925411.79417,5011872336.27271,1995262314.96888,398107170.553497,630957344.480194,2511886431.50958,3162277660.16838,1995262314.96888,1584893192.46111,1584893192.46111,1e+09
"Oxct1",7943282347.24282,3162277660.16838,2511886431.50958,1584893192.46111,25118864315.0958,199053585.276748,19952623149.6888,1e+09,15848931924.6111,12589254117.9417,5011872336.27271,31622776601.6838,7943282347.24282,398107170.553497
"Gatd3a",19952623149.6888,15848931924.6111,25118864315.0958,1e+10,15848931924.6111,1e+10,19952623149.6888,2511886431.50958,7943282347.24282,1e+09,2511886431.50958,6309573444.80194,7943282347.24282,5011872336.27271
