"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Pdss1",629462.705897083,629462.705897083,629462.705897083,629462.705897083,629462.705897083,629462.705897083,629462.705897083,2511886.43150958,629462.705897083,629462.705897083,50118723.3627272,629462.705897083,3162277.66016838,1258925.41179417
"Mtg2",7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,7924465.96230557,19952623.1496888,7924465.96230557,15848931.9246111,7924465.96230557
"Mrps11",158489319.246111,63095734.4480193,63095734.4480193,19952623.1496888,251188643.150958,125892541.179417,50118723.3627272,50118723.3627272,1e+08,63095734.4480193,316227766.016838,50118723.3627272,398107170.553497,199526231.496888
"Mlycd",19952623.1496888,5011872.33627272,7943282.34724282,39810717.0553497,630957344.480194,251188643.150958,316227766.016838,25118864.3150958,398107170.553497,199526231.496888,6309573.44480193,199526231.496888,79432823.4724282,2505936.16813636
"Gsr",7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,630957344.480194,63095734.4480193,7924465.96230557,251188643.150958,79432823.4724282,630957344.480194,31622776.6016838,50118723.3627272,501187233.627271,125892541.179417
"Rars2",63095734.4480193,50118723.3627272,39810717.0553497,79432823.4724282,501187233.627271,1e+07,12589254.1179417,79432823.4724282,316227766.016838,251188643.150958,794328234.724282,199526231.496888,158489319.246111,630957344.480194
"Slc25a24",39716411.7362141,39716411.7362141,39716411.7362141,39716411.7362141,39716411.7362141,39716411.7362141,39716411.7362141,39716411.7362141,501187233.627271,15848931924.6111,6309573444.80194,316227766.016838,3981071705.53497,79432823.4724282
"Slc25a18",6309573444.80194,3981071705.53497,7943282347.24282,2511886431.50958,50118723.3627272,794328234.724282,25059361.6813636,25059361.6813636,794328234.724282,794328234.724282,158489319.246111,63095734.4480193,398107170.553497,1258925411.79417
"Slc25a22",12589254117.9417,7943282347.24282,7943282347.24282,3981071705.53497,125892541.179417,3162277660.16838,3162277.66016838,1581138.83008419,2511886431.50958,1995262314.96888,501187233.627271,158489319.246111,1258925411.79417,501187233.627271
"Mpc1",6309573444.80194,3162277660.16838,7943282347.24282,3981071705.53497,19952623149.6888,1e+10,3162277660.16838,1e+09,7943282347.24282,3981071705.53497,3981071705.53497,5011872336.27271,1584893192.46111,316227766.016838
"Timm8a1",316227766.016838,316227766.016838,794328234.724282,630957344.480194,398107170.553497,1258925411.79417,19952623.1496888,15848931.9246111,630957344.480194,1e+09,630957344.480194,501187233.627271,630957344.480194,630957344.480194
"Vdac3",12589254117.9417,5011872336.27271,12589254117.9417,19952623149.6888,6309573444.80194,3162277660.16838,12589254117.9417,3981071705.53497,7943282347.24282,12589254117.9417,15848931924.6111,3981071705.53497,15848931924.6111,39810717055.3497
"Akap1",792446.596230557,19952623.1496888,792446.596230557,792446.596230557,792446.596230557,792446.596230557,792446.596230557,1584893.19246111,792446.596230557,792446.596230557,792446.596230557,792446.596230557,792446.596230557,630957344.480194
"Eci2",125892541.179417,125892541.179417,398107170.553497,50118723.3627272,2511886431.50958,2511886431.50958,1584893192.46111,501187233.627271,1995262314.96888,316227766.016838,251188643.150958,199526231.496888,794328234.724282,1e+09
"Mrm2",5011872.33627272,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636
"Lipt2",125892541.179417,1e+08,25118864.3150958,19952623.1496888,3971641.17362141,3971641.17362141,3971641.17362141,7943282.34724282,158489319.246111,3971641.17362141,158489319.246111,3971641.17362141,79432823.4724282,125892541.179417
"Nubpl",6294627.05897083,6294627.05897083,6294627.05897083,19952623.1496888,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,251188643.150958,6294627.05897083,31622776.6016838,12589254.1179417,39810717.0553497,79432823.4724282
"Sfxn1",3981071705.53497,1584893192.46111,1995262314.96888,1e+09,12589254117.9417,3162277660.16838,3971641.17362141,7943282.34724282,1e+10,7943282347.24282,3162277660.16838,1e+09,7943282347.24282,3162277660.16838
"Slc30a9",31622776.6016838,1e+07,63095734.4480193,125892541.179417,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1e+07,1990535.85276748,3981071.70553497,7943282.34724282,25118864.3150958,25118864.3150958
"Gatm",6294627.05897083,6294627.05897083,6294627.05897083,31622776.6016838,7943282347.24282,50118723.3627272,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,12589254.1179417,125892541179.417,1995262314.96888
"Triap1",3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,39810717.0553497,3971641.17362141,3971641.17362141,7943282.34724282,19952623.1496888,3971641.17362141
"Cpox",7924465.96230557,15848931.9246111,25118864.3150958,25118864.3150958,1584893192.46111,2511886431.50958,7924465.96230557,63095734.4480193,31622776.6016838,1e+09,79432823.4724282,199526231.496888,3162277660.16838,79432823.4724282
"Xpnpep3",15848931.9246111,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,39810717.0553497,3971641.17362141,3971641.17362141,316227766.016838,1e+07,7943282.34724282,19952623.1496888,158489319.246111,158489319.246111
"Pnpla8",199526231.496888,1e+08,39810717.0553497,79432823.4724282,12559432.1575479,25118864.3150958,12559432.1575479,12559432.1575479,158489319.246111,12559432.1575479,25118864.3150958,12559432.1575479,12559432.1575479,125892541.179417
"Gadd45gip1",316227766.016838,251188643.150958,316227766.016838,158489319.246111,251188643.150958,158489319.246111,63095734.4480193,12589254.1179417,125892541.179417,251188643.150958,199526231.496888,25118864.3150958,398107170.553497,158489319.246111
"Gfer",630957344.480194,316227766.016838,398107170.553497,79432823.4724282,63095734.4480193,501187233.627271,3971641.17362141,3971641.17362141,1e+08,19952623.1496888,39810717.0553497,7943282.34724282,125892541.179417,79432823.4724282
"Mrpl57",79432823.4724282,9976311.57484439,9976311.57484439,19952623.1496888,79432823.4724282,1e+08,9976311.57484439,9976311.57484439,63095734.4480193,158489319.246111,251188643.150958,9976311.57484439,199526231.496888,79432823.4724282
"Ndufa3",1584893192.46111,1258925411.79417,1995262314.96888,501187233.627271,3162277660.16838,794328234.724282,794328234.724282,630957344.480194,1e+09,1258925411.79417,1e+09,1258925411.79417,630957344.480194,501187233.627271
"Ptcd3",316227766.016838,199526231.496888,199526231.496888,316227766.016838,1e+09,501187233.627271,19952623.1496888,199526231.496888,630957344.480194,1e+09,1995262314.96888,251188643.150958,1e+09,398107170.553497
"Mrpl45",63095734.4480193,5e+06,79432823.4724282,31622776.6016838,5e+06,5e+06,5e+06,5e+06,158489319.246111,1e+08,501187233.627271,1e+07,398107170.553497,251188643.150958
"Slc25a16",12589254.1179417,2505936.16813636,158489319.246111,1e+07,2505936.16813636,31622776.6016838,2505936.16813636,2505936.16813636,25118864.3150958,2505936.16813636,39810717.0553497,5011872.33627272,39810717.0553497,39810717.0553497
"Ucp1",629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,1258925411.79417,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083
"Tars2",199526231.496888,199526231.496888,63095734.4480193,125892541.179417,251188643.150958,158489319.246111,9976311.57484439,50118723.3627272,316227766.016838,19952623.1496888,630957344.480194,50118723.3627272,398107170.553497,630957344.480194
"Trit1",31547867.2240096,63095734.4480193,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096,31547867.2240096
"Ndufab1",2511886431.50958,1e+09,1995262314.96888,158489319.246111,3981071705.53497,1584893192.46111,1258925411.79417,501187233.627271,1995262314.96888,1995262314.96888,630957344.480194,630957344.480194,794328234.724282,3162277660.16838
"Csl",12589254117.9417,5011872336.27271,1e+10,7943282347.24282,5011872336.27271,5011872336.27271,31622776601.6838,12589254117.9417,1e+10,25118864315.0958,7943282347.24282,12589254117.9417,12589254117.9417,12589254117.9417
"Mtch1",1e+09,398107170.553497,1e+09,398107170.553497,158489319.246111,9976311.57484439,19952623.1496888,9976311.57484439,398107170.553497,79432823.4724282,316227766.016838,79432823.4724282,630957344.480194,158489319.246111
"Acaa1a",7924465.96230557,7924465.96230557,7924465.96230557,15848931.9246111,3981071705.53497,12589254117.9417,7924465.96230557,7924465.96230557,501187233.627271,31622776.6016838,31622776.6016838,19952623.1496888,125892541.179417,251188643.150958
"Acot13",6309573444.80194,5011872336.27271,6309573444.80194,3162277660.16838,19952623149.6888,6309573444.80194,6309573444.80194,794328234.724282,1584893192.46111,3981071705.53497,3162277660.16838,5011872336.27271,2511886431.50958,2511886431.50958
"Ndufa13",1e+10,6309573444.80194,15848931924.6111,7943282347.24282,15848931924.6111,5011872336.27271,7943282347.24282,2511886431.50958,6309573444.80194,7943282347.24282,1e+10,1e+10,5011872336.27271,5011872336.27271
"Agxt2",1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479,2511886431.50958,3162277660.16838,1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479,1255943215.75479
"Selenoo",1990535.85276748,1990535.85276748,1990535.85276748,31622776.6016838,1990535.85276748,158489319.246111,1990535.85276748,5011872.33627272,15848931.9246111,6309573.44480193,1e+08,19952623.1496888,3981071.70553497,6309573.44480193
"Oxld1",1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,15848931.9246111,1990535.85276748,3981071.70553497,5011872.33627272,1990535.85276748,1990535.85276748
"Mfn2",79432823.4724282,501187233.627271,501187233.627271,1e+08,2505936.16813636,31622776.6016838,2505936.16813636,2505936.16813636,79432823.4724282,2505936.16813636,19952623.1496888,5011872.33627272,15848931.9246111,31622776.6016838
"Chdh",19905358.5276748,19905358.5276748,19905358.5276748,39810717.0553497,31622776601.6838,1e+10,19905358.5276748,19905358.5276748,3162277660.16838,15848931924.6111,5011872336.27271,630957344.480194,5011872336.27271,3162277660.16838
"Msra",158489319.246111,125892541.179417,398107170.553497,1e+08,3981071705.53497,2511886431.50958,158489319.246111,5011872.33627272,251188643.150958,630957344.480194,199526231.496888,501187233.627271,158489319.246111,2505936.16813636
"Nit1",39810717.0553497,25118864.3150958,31622776.6016838,1e+08,316227766.016838,794328234.724282,12559432.1575479,12559432.1575479,398107170.553497,251188643.150958,251188643.150958,79432823.4724282,398107170.553497,158489319.246111
"Cox4i2",19952623.1496888,50000,50000,5011872.33627272,50000,50000,1e+07,50000,1e+05,50000,3162277.66016838,31622776.6016838,1584893.19246111,50000
"Lactb",1e+09,316227766.016838,125892541.179417,1e+08,1584893192.46111,1258925411.79417,39810717.0553497,630957344.480194,158489319.246111,125892541.179417,79432823.4724282,50118723.3627272,794328234.724282,3981071705.53497
"Tst",1995262314.96888,1258925411.79417,3981071705.53497,2511886431.50958,6309573444.80194,19952623149.6888,63095734.4480193,125892541.179417,3162277660.16838,316227766.016838,15848931924.6111,794328234.724282,3162277660.16838,1e+10
"Coa8",3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,15848931.9246111,3971641.17362141,7943282.34724282,3971641.17362141
"Prodh2",5e+07,5e+07,5e+07,5e+07,1e+08,501187233.627271,5e+07,5e+07,5e+07,5e+07,5e+07,5e+07,5e+07,5e+07
"Cox7b",1e+08,251188643.150958,39810717.0553497,15848931.9246111,199526231.496888,39810717.0553497,1e+09,6294627.05897083,79432823.4724282,1e+08,12589254.1179417,251188643.150958,1e+08,6294627.05897083
"Glrx2",79432823.4724282,15848931.9246111,63095734.4480193,39810717.0553497,5e+06,5e+06,5e+06,1e+07,5e+06,5e+06,19952623.1496888,5e+06,158489319.246111,39810717.0553497
"Aldh1b1",199526231.496888,158489319.246111,39810717.0553497,1e+08,2511886431.50958,6309573444.80194,199526231.496888,50118723.3627272,2511886431.50958,125892541179.417,31622776601.6838,1e+09,1e+10,7943282347.24282
"Ndufb3",3162277660.16838,1995262314.96888,3981071705.53497,1258925411.79417,7943282347.24282,2511886431.50958,1995262314.96888,794328234.724282,1995262314.96888,3162277660.16838,1995262314.96888,1584893192.46111,1e+09,794328234.724282
"Ehhadh",1581138.83008419,1581138.83008419,1581138.83008419,3162277.66016838,158489319246.111,39810717055.3497,1581138.83008419,1581138.83008419,398107170.553497,31622776.6016838,31622776.6016838,1581138.83008419,15848931.9246111,1581138.83008419
"Echdc1",6294627.05897083,6294627.05897083,63095734.4480193,19952623.1496888,6294627.05897083,63095734.4480193,6294627.05897083,6294627.05897083,1995262314.96888,6294627.05897083,31622776.6016838,6294627.05897083,12589254.1179417,158489319.246111
"Trmu",2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,5011872.33627272,2505936.16813636,7943282.34724282,2505936.16813636,6309573.44480193,2505936.16813636
"Vars2",501187233.627271,398107170.553497,501187233.627271,1e+07,630957344.480194,79432823.4724282,5e+06,125892541.179417,251188643.150958,15848931.9246111,1e+09,63095734.4480193,398107170.553497,199526231.496888
"Aass",125892541.179417,251188643.150958,158489319.246111,25118864.3150958,79432823472.4282,25118864315.0958,792446.596230557,792446.596230557,7943282.34724282,792446.596230557,1584893.19246111,39810717.0553497,630957344.480194,501187233.627271
"Aadat",1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419,25118864315.0958,3162277660.16838,1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419,1581138830.08419
"Ndufa11",1995262314.96888,1584893192.46111,3162277660.16838,1258925411.79417,1995262314.96888,1258925411.79417,794328234.724282,1584893192.46111,1258925411.79417,1995262314.96888,1e+09,1e+09,1995262314.96888,1258925411.79417
"Gm4984",3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,3971641173.62141,7943282347.24282
"Slc25a21",6294627.05897083,6294627.05897083,6294627.05897083,12589254.1179417,316227766.016838,158489319.246111,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,1258925411.79417
"Slc25a29",25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,2511886431.50958,50118723.3627272
"Mthfd2",2505936.16813636,2505936.16813636,2505936.16813636,5011872.33627272,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,316227766.016838,125892541.179417
"Mmab",630957344.480194,501187233.627271,398107170.553497,199526231.496888,50118723.3627272,251188643.150958,39810717.0553497,50118723.3627272,398107170.553497,6294627.05897083,79432823.4724282,79432823.4724282,50118723.3627272,12589254.1179417
"Hsd17b4",12559432.1575479,12559432.1575479,12559432.1575479,12559432.1575479,1e+10,15848931924.6111,12559432.1575479,12559432.1575479,1584893192.46111,12559432.1575479,25118864.3150958,39810717.0553497,12559432.1575479,794328234.724282
"Nnt",3981071705.53497,5e+07,5e+07,1e+08,5e+07,5e+07,5e+07,12589254117.9417,6309573444.80194,5e+07,5e+07,5e+07,5011872336.27271,5e+07
"Tmem11",1584893192.46111,794328234.724282,1584893192.46111,398107170.553497,398107170.553497,316227766.016838,125892541.179417,398107170.553497,501187233.627271,50118723.3627272,1e+09,316227766.016838,630957344.480194,251188643.150958
"Rida",125892541.179417,1e+08,794328234.724282,398107170.553497,31622776601.6838,5011872336.27271,12589254.1179417,6294627.05897083,501187233.627271,79432823.4724282,158489319.246111,199526231.496888,125892541.179417,31622776.6016838
"Cox6a2",397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,3162277660.16838,794328234.724282,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141,397164117.362141
"Sco2",316227766.016838,199526231.496888,316227766.016838,199526231.496888,1e+08,125892541.179417,25118864.3150958,5011872.33627272,50118723.3627272,31622776.6016838,316227766.016838,1e+08,199526231.496888,50118723.3627272
"Gcsh",39716411.7362141,39716411.7362141,39716411.7362141,199526231.496888,39716411.7362141,794328234.724282,39716411.7362141,39716411.7362141,398107170.553497,125892541.179417,79432823.4724282,39716411.7362141,501187233.627271,501187233.627271
"Dmgdh",3154786.72240097,3154786.72240097,3154786.72240097,6309573.44480193,31622776601.6838,63095734448.0194,3154786.72240097,3154786.72240097,3154786.72240097,25118864.3150958,3154786.72240097,25118864.3150958,25118864.3150958,3154786.72240097
"Rdh13",12589254.1179417,1e+07,31622776.6016838,25118864.3150958,5e+06,5e+06,5e+06,5e+06,316227766.016838,5e+06,19952623.1496888,15848931.9246111,398107170.553497,1e+08
"Lyrm2",2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,5011872.33627272,2505936.16813636,31622776.6016838,2505936.16813636,15848931.9246111,2505936.16813636,12589254.1179417,2505936.16813636
"Prdx5",31622776601.6838,19952623149.6888,50118723362.7271,25118864315.0958,63095734448.0194,1e+10,7943282347.24282,2511886431.50958,12589254117.9417,1e+10,1e+10,15848931924.6111,5011872336.27271,1e+10
"Maip1",630957344.480194,398107170.553497,316227766.016838,199526231.496888,316227766.016838,501187233.627271,199526231.496888,63095734.4480193,398107170.553497,125892541.179417,501187233.627271,1e+08,398107170.553497,501187233.627271
"Gstz1",1584893192.46111,1e+09,1995262314.96888,1584893192.46111,2511886431.50958,1995262314.96888,501187233.627271,125892541.179417,794328234.724282,158489319.246111,630957344.480194,251188643.150958,630957344.480194,158489319.246111
"Tefm",1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,39810717.0553497,25118864.3150958,3981071.70553497,39810717.0553497,1990535.85276748,79432823.4724282,3981071.70553497,158489319.246111,63095734.4480193
"Coa3",794328234.724282,501187233.627271,1e+09,630957344.480194,1995262314.96888,501187233.627271,158489319.246111,39810717.0553497,398107170.553497,501187233.627271,1995262314.96888,794328234.724282,794328234.724282,251188643.150958
"Mcur1",50118723.3627272,63095734.4480193,1e+08,79432823.4724282,630957344.480194,3971641.17362141,158489319.246111,7943282.34724282,630957344.480194,251188643.150958,251188643.150958,125892541.179417,50118723.3627272,3971641.17362141
"Pck2",630957344.480194,251188643.150958,630957344.480194,501187233.627271,125594321.575479,125594321.575479,125594321.575479,125594321.575479,1258925411.79417,630957344.480194,5011872336.27271,794328234.724282,1584893192.46111,1584893192.46111
"Hmgcl",398107170.553497,199526231.496888,199526231.496888,316227766.016838,6309573444.80194,7943282347.24282,398107170.553497,15848931.9246111,1258925411.79417,1995262314.96888,3981071705.53497,501187233.627271,3162277660.16838,1584893192.46111
"Abhd10",794328234.724282,501187233.627271,1584893192.46111,1e+09,6294627.05897083,12589254.1179417,6294627.05897083,6294627.05897083,1e+08,50118723.3627272,39810717.0553497,79432823.4724282,158489319.246111,2511886431.50958
"BC003965",6294627.05897083,6294627.05897083,25118864.3150958,50118723.3627272,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,12589254.1179417,6294627.05897083,1e+08,6294627.05897083,1e+08,19952623.1496888
"Acot2",125892541.179417,31622776.6016838,125892541.179417,398107170.553497,3162277660.16838,1258925411.79417,7943282347.24282,794328234.724282,3162277660.16838,794328234.724282,630957344.480194,794328234.724282,3162277660.16838,251188643.150958
"Acsm3",397164.117362141,397164.117362141,397164.117362141,397164.117362141,19952623149.6888,1584893192.46111,397164.117362141,397164.117362141,1258925411.79417,794328.234724282,5011872336.27271,3981071.70553497,397164.117362141,397164.117362141
"Romo1",79432823.4724282,50118723.3627272,31622776.6016838,1e+07,792446.596230557,19952623.1496888,792446.596230557,1584893.19246111,63095734.4480193,50118723.3627272,792446.596230557,39810717.0553497,19952623.1496888,12589254.1179417
"Mrpl39",158489319.246111,125892541.179417,199526231.496888,25059361.6813636,251188643.150958,63095734.4480193,63095734.4480193,1e+08,398107170.553497,316227766.016838,794328234.724282,50118723.3627272,1e+09,316227766.016838
"Rhot2",316227766.016838,199526231.496888,316227766.016838,251188643.150958,398107170.553497,63095734.4480193,6294627.05897083,31622776.6016838,199526231.496888,12589254.1179417,501187233.627271,79432823.4724282,251188643.150958,398107170.553497
"Higd1a",630957344.480194,316227766.016838,398107170.553497,398107170.553497,630957344.480194,199526231.496888,199526231.496888,158489319.246111,251188643.150958,501187233.627271,5011872336.27271,398107170.553497,501187233.627271,158489319.246111
"Tbrg4",158489319.246111,1e+08,199526231.496888,316227766.016838,125892541.179417,79432823.4724282,251188643.150958,501187233.627271,630957344.480194,794328234.724282,1995262314.96888,501187233.627271,1258925411.79417,794328234.724282
"Apoo",6309573444.80194,3981071705.53497,6309573444.80194,2511886431.50958,6309573444.80194,1258925411.79417,3162277660.16838,1995262314.96888,1995262314.96888,1258925411.79417,3162277660.16838,2511886431.50958,1e+09,1584893192.46111
"Pdp1",25118864.3150958,1e+07,2505936.16813636,31622776.6016838,2505936.16813636,2505936.16813636,2505936.16813636,1e+09,50118723.3627272,12589254.1179417,1e+07,5011872.33627272,6309573.44480193,158489319.246111
"Dnajc15",7943282.34724282,25059.3616813636,25059.3616813636,19952623.1496888,25059.3616813636,501187.233627272,25059.3616813636,25059.3616813636,39810717.0553497,39810717.0553497,50118.7233627273,25059.3616813636,31622776.6016838,794328234.724282
"Bcat2",79432823.4724282,19952623.1496888,125892541.179417,9976311.57484439,6309573444.80194,9976311.57484439,5011872336.27271,3162277660.16838,19952623149.6888,630957344.480194,1995262314.96888,1e+10,5011872336.27271,19952623149.6888
"Abcd3",5e+06,5e+06,5e+06,5e+06,6309573444.80194,6309573444.80194,5e+06,5e+06,158489319.246111,5e+06,5e+06,5e+06,1e+07,251188643.150958
"Cps1",5e+06,316227766.016838,630957344.480194,5011872336.27271,5e+06,1e+12,1e+08,1e+07,1584893192.46111,1e+11,3162277660.16838,5011872336.27271,1995262314.96888,5e+06
"Atp5mpl",1995262314.96888,1e+09,1995262314.96888,630957344.480194,1584893192.46111,1584893192.46111,794328234.724282,158113883.008419,398107170.553497,2511886431.50958,316227766.016838,2511886431.50958,1258925411.79417,158113883.008419
"Oat",794328234.724282,199526231.496888,398107170.553497,794328234.724282,1584893192.46111,25118864315.0958,794328234.724282,630957344.480194,2511886431.50958,79432823472.4282,5011872336.27271,3162277660.16838,1e+10,3162277660.16838
"Hao2",997631.157484439,997631.157484439,997631.157484439,997631.157484439,6309573444.80194,997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,1995262.31496888,997631.157484439,997631.157484439,6309573.44480193
"Tha1",25059361.6813636,25059361.6813636,25059361.6813636,25059361.6813636,794328234.724282,25059361.6813636,50118723.3627272,79432823.4724282,158489319.246111,63095734.4480193,316227766.016838,125892541.179417,25059361.6813636,158489319.246111
"Hadhb",1584893192.46111,398107170.553497,1584893192.46111,3162277660.16838,7943282347.24282,15848931924.6111,50118723362.7271,7943282347.24282,19952623149.6888,31622776601.6838,12589254117.9417,15848931924.6111,12589254117.9417,1e+10
"Rdh14",199526231.496888,50118723.3627272,1e+08,25118864.3150958,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,3971641.17362141,12589254.1179417,63095734.4480193,7943282.34724282,50118723.3627272,1e+08
"Fastkd1",792446.596230557,792446.596230557,792446.596230557,792446.596230557,792446.596230557,1584893.19246111,792446.596230557,792446.596230557,792446.596230557,792446.596230557,1e+07,792446.596230557,792446.596230557,792446.596230557
"Car5b",5e+06,1e+07,5e+06,39810717.0553497,125892541.179417,5e+06,5e+06,5e+06,12589254117.9417,5e+06,5e+06,158489319.246111,31622776.6016838,1e+09
"Grpel2",15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,15811388.3008419,31622776.6016838,15811388.3008419
"Mrps17",199526231.496888,199526231.496888,199526231.496888,1e+08,251188643.150958,251188643.150958,31622776.6016838,39810717.0553497,125892541.179417,316227766.016838,398107170.553497,50118723.3627272,501187233.627271,398107170.553497
"Lipt1",5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,5e+06,63095734.4480193,5e+06,5e+06,5e+06,1e+07,5e+06
"Slc25a44",1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,1990535.85276748,3981071.70553497,1990535.85276748
"Dut",25118864.3150958,1581138.83008419,1581138.83008419,1e+07,1581138.83008419,3162277.66016838,1e+08,1581138.83008419,31622776.6016838,1581138.83008419,158489319.246111,19952623.1496888,251188643.150958,1581138.83008419
"Immp2l",1990535.85276748,19952623.1496888,12589254.1179417,1990535.85276748,1990535.85276748,39810717.0553497,1990535.85276748,3981071.70553497,39810717.0553497,1990535.85276748,19952623.1496888,1990535.85276748,1990535.85276748,251188643.150958
"Cox19",5e+05,5e+05,5e+05,5e+05,5e+05,1e+06,5e+05,5e+05,5e+05,5e+05,5e+05,5e+05,6309573.44480193,5e+05
"Aldh1l2",1581138.83008419,1581138.83008419,50118723.3627272,3162277.66016838,1581138.83008419,50118723.3627272,1581138.83008419,39810717.0553497,1581138.83008419,12589254.1179417,1e+08,1995262314.96888,794328234.724282,1581138.83008419
"Pisd",25118864.3150958,63095734.4480193,79432823.4724282,25118864.3150958,63095734.4480193,25118864.3150958,7924465.96230557,7924465.96230557,31622776.6016838,39810717.0553497,63095734.4480193,15848931.9246111,125892541.179417,79432823.4724282
"Crot",2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,12589254117.9417,5011872336.27271,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636,2505936168.13636
"Noa1",9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,19952623.1496888,9976311.57484439,50118723.3627272,9976311.57484439,9976311.57484439,9976311.57484439
"Ndufaf8",1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,2511886.43150958,1255943.21575479,1255943.21575479,3162277.66016838,1255943.21575479,1255943.21575479
"Acaa1b",2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,3981071705.53497,15848931924.6111,2505936.16813636,2505936.16813636,251188643.150958,6309573.44480193,6309573.44480193,7943282.34724282,5011872.33627272,158489319.246111
"Mtrf1l",1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,1255943.21575479,2511886.43150958
"Atp23",9976311.57484439,19952623.1496888,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439,9976311.57484439
"Yme1l1",31622776.6016838,25118864.3150958,15848931.9246111,125892541.179417,251188643.150958,7924465.96230557,7924465.96230557,19952623.1496888,79432823.4724282,63095734.4480193,158489319.246111,31622776.6016838,398107170.553497,125892541.179417
"Hdhd5",5e+06,1e+07,5e+06,5e+06,158489319.246111,158489319.246111,5e+06,50118723.3627272,1e+08,5e+06,125892541.179417,39810717.0553497,125892541.179417,3162277660.16838
